repo_name,description,owner,topic,urls,user_api,repo_api,location
highway-driving-c,Project for Udacity Self-Driving Nanodegree,rednotion,[],https://github.com/rednotion/highway-driving-c,https://api.github.com/users/rednotion,https://api.github.com/repos/rednotion/highway-driving-c,Singapore
CarND-Capstone,Programming a Real Self Driving Car ,amundada2310,[],https://github.com/amundada2310/CarND-Capstone,https://api.github.com/users/amundada2310,https://api.github.com/repos/amundada2310/CarND-Capstone,Michigan
Autonomous-Robots-Self-Driving-Car-Simulation,Self driving car simulation in udacity simulator,GKPr0,"['autonomous-robots', 'behavioral-cloning', 'python', 'udacity']",https://github.com/GKPr0/Autonomous-Robots-Self-Driving-Car-Simulation,https://api.github.com/users/GKPr0,https://api.github.com/repos/GKPr0/Autonomous-Robots-Self-Driving-Car-Simulation,Czech Republic
Self_Driving_Car_Project,Udacity's Self Driving Car Nanodegree,ShounakCy,[],https://github.com/ShounakCy/Self_Driving_Car_Project,https://api.github.com/users/ShounakCy,https://api.github.com/repos/ShounakCy/Self_Driving_Car_Project,"Stockholm, Sweden"
CarND-Capstone-master,Udacity Self Driving car engineer capstone project,patilpratikv,[],https://github.com/patilpratikv/CarND-Capstone-master,https://api.github.com/users/patilpratikv,https://api.github.com/repos/patilpratikv/CarND-Capstone-master,"Natick, MA"
Translate-Python-to-C-,Udacity-Intro to Self-Driving Cars,aman-sh,[],https://github.com/aman-sh/Translate-Python-to-C-,https://api.github.com/users/aman-sh,https://api.github.com/repos/aman-sh/Translate-Python-to-C-,Tennessee
Self-Driving-Car,Self-driving RC car with OpenCV,artie-nazarov,"['object-detection', 'opencv']",https://github.com/artie-nazarov/Self-Driving-Car,https://api.github.com/users/artie-nazarov,https://api.github.com/repos/artie-nazarov/Self-Driving-Car,"Santa Cruz, CA"
CarND-Advanced-Lane-Lines,Udacity Self-Driving Car ND Project,sunezr,[],https://github.com/sunezr/CarND-Advanced-Lane-Lines,https://api.github.com/users/sunezr,https://api.github.com/repos/sunezr/CarND-Advanced-Lane-Lines,"Zhejiang, China"
Two-Dimensional-Histogram-Filter,Udacity-Intro to Self Driving Cars,aman-sh,[],https://github.com/aman-sh/Two-Dimensional-Histogram-Filter,https://api.github.com/users/aman-sh,https://api.github.com/repos/aman-sh/Two-Dimensional-Histogram-Filter,Tennessee
yasd,(yet another) self-driving car simulator,mattiabiondi,[],https://github.com/mattiabiondi/yasd,https://api.github.com/users/mattiabiondi,https://api.github.com/repos/mattiabiondi/yasd,~
finding-lane-lines-on-the-road,Udacity nano degree self driving car engineer,snandasena,[],https://github.com/snandasena/finding-lane-lines-on-the-road,https://api.github.com/users/snandasena,https://api.github.com/repos/snandasena/finding-lane-lines-on-the-road,"Colombo, Sri Lanka"
self-driving-car,Udacity Self-Driving Car Engineer Nanodegree,ionhoria,[],https://github.com/ionhoria/self-driving-car,https://api.github.com/users/ionhoria,https://api.github.com/repos/ionhoria/self-driving-car,"Bucharest, Romania"
SDCE-04-Behavioral-Cloning,Behavioral Cloning project for Self Driving Car,FelipeZerokun,[],https://github.com/FelipeZerokun/SDCE-04-Behavioral-Cloning,https://api.github.com/users/FelipeZerokun,https://api.github.com/repos/FelipeZerokun/SDCE-04-Behavioral-Cloning,"Quito, Ecuador"
cv-self-driving-prac,Self driving car practice with python,ahmetgursel,[],https://github.com/ahmetgursel/cv-self-driving-prac,https://api.github.com/users/ahmetgursel,https://api.github.com/repos/ahmetgursel/cv-self-driving-prac,Turkey
Track,Track for self driving car simulator,jrakshit749,[],https://github.com/jrakshit749/Track,https://api.github.com/users/jrakshit749,https://api.github.com/repos/jrakshit749/Track,"Pune, India"
CarND-Behavioral-Cloning,Self-Driving Car Engineer Nanodegree Program: Project4,PraveenKumar-Rajendran,[],https://github.com/PraveenKumar-Rajendran/CarND-Behavioral-Cloning,https://api.github.com/users/PraveenKumar-Rajendran,https://api.github.com/repos/PraveenKumar-Rajendran/CarND-Behavioral-Cloning,South Korea
Iota,Self-driving robot car using Q-learning,Stylos21,[],https://github.com/Stylos21/Iota,https://api.github.com/users/Stylos21,https://api.github.com/repos/Stylos21/Iota,"Maryland, USA"
LaneDetection,Lane Detection Model for Self Driving Cars.,sxnnytripathi,"['automation', 'cars', 'lane-detection', 'python', 'self-driving-car', 'shell', 'teslamotors', 'zoox']",https://github.com/sxnnytripathi/LaneDetection,https://api.github.com/users/sxnnytripathi,https://api.github.com/repos/sxnnytripathi/LaneDetection,"Jabalpur, India"
Visual_Perception_for_Self_Driving_Cars,Visual Perception for Self-Driving Cars (Coursera),alvarohenriquecz,[],https://github.com/alvarohenriquecz/Visual_Perception_for_Self_Driving_Cars,https://api.github.com/users/alvarohenriquecz,https://api.github.com/repos/alvarohenriquecz/Visual_Perception_for_Self_Driving_Cars,Cajazeiras-PB
Self-driving-Cars,Road Scene Classification for Self-driving Cars,RanaTayyab,[],https://github.com/RanaTayyab/Self-driving-Cars,https://api.github.com/users/RanaTayyab,https://api.github.com/repos/RanaTayyab/Self-driving-Cars,"Lahore, Pakistan"
CarND-Path-Planning-Project-master,Udacity Self Driving Car Nanodegree Path Planning,G-Goetz,[],https://github.com/G-Goetz/CarND-Path-Planning-Project-master,https://api.github.com/users/G-Goetz,https://api.github.com/repos/G-Goetz/CarND-Path-Planning-Project-master,Japan
Udacity-Nanodegree-Program_Self-Driving-Car_Engineer,Udacity-Self-Driving Car Engineer Nanodegree Program,grapestone5321,[],https://github.com/grapestone5321/Udacity-Nanodegree-Program_Self-Driving-Car_Engineer,https://api.github.com/users/grapestone5321,https://api.github.com/repos/grapestone5321/Udacity-Nanodegree-Program_Self-Driving-Car_Engineer,"Hiroshima, Japan"
project_sdc,Final Thesis's project (Self-driving car) ,mchienbk,[],https://github.com/mchienbk/project_sdc,https://api.github.com/users/mchienbk,https://api.github.com/repos/mchienbk/project_sdc,"Ho Chi Minh City, Viet Nam"
Lane-Detection-OpenCV,Lane Detection For Self-Driving Cars,Pavankunchala,[],https://github.com/Pavankunchala/Lane-Detection-OpenCV,https://api.github.com/users/Pavankunchala,https://api.github.com/repos/Pavankunchala/Lane-Detection-OpenCV,"Hyderabad,India"
advanced-lane-lines,Udacity Self-Driving Car Engineer (Project 2),rednotion,[],https://github.com/rednotion/advanced-lane-lines,https://api.github.com/users/rednotion,https://api.github.com/repos/rednotion/advanced-lane-lines,Singapore
udacity-self-driving,Projects for the self-driving engineer courses.,brunobely,[],https://github.com/brunobely/udacity-self-driving,https://api.github.com/users/brunobely,https://api.github.com/repos/brunobely/udacity-self-driving,"San Francisco, CA"
Automated-Driving-Nano-Degree,Self Driving Car Engineer Nano Degree Audacity,cxduc92,[],https://github.com/cxduc92/Automated-Driving-Nano-Degree,https://api.github.com/users/cxduc92,https://api.github.com/repos/cxduc92/Automated-Driving-Nano-Degree,Stuttgart
traffic-sign-classifier,Udacity Self-Driving Car Engineer Project 3,rednotion,[],https://github.com/rednotion/traffic-sign-classifier,https://api.github.com/users/rednotion,https://api.github.com/repos/rednotion/traffic-sign-classifier,Singapore
ITSC__Udacity_ND,Udacity Intro To Self Driving Cars Projects,chanderbhanu096,[],https://github.com/chanderbhanu096/ITSC__Udacity_ND,https://api.github.com/users/chanderbhanu096,https://api.github.com/repos/chanderbhanu096/ITSC__Udacity_ND,"Mandi,India"
CarND-Advanced-Lane-Lines,Self-Driving Car Engineer Nanodegree Program: Project2,PraveenKumar-Rajendran,[],https://github.com/PraveenKumar-Rajendran/CarND-Advanced-Lane-Lines,https://api.github.com/users/PraveenKumar-Rajendran,https://api.github.com/repos/PraveenKumar-Rajendran/CarND-Advanced-Lane-Lines,South Korea
ISDC-P2-Translate-Python-to-C-,Introduction to self driving cars Project 2,chanderbhanu096,[],https://github.com/chanderbhanu096/ISDC-P2-Translate-Python-to-C-,https://api.github.com/users/chanderbhanu096,https://api.github.com/repos/chanderbhanu096/ISDC-P2-Translate-Python-to-C-,"Mandi,India"
CarND-Particle-Filters,Udacity Self-Driving Car Nanodegree Particle Filters,idraney,[],https://github.com/idraney/CarND-Particle-Filters,https://api.github.com/users/idraney,https://api.github.com/repos/idraney/CarND-Particle-Filters,"Wilsonville, OR"
find-lane-lines,Udacity Self Driving Car Engineer (Project 1),rednotion,[],https://github.com/rednotion/find-lane-lines,https://api.github.com/users/rednotion,https://api.github.com/repos/rednotion/find-lane-lines,Singapore
advanced_line_finding,Project from Udacity Nanodegree - Self Driving Cars,ViniciusAbrao,[],https://github.com/ViniciusAbrao/advanced_line_finding,https://api.github.com/users/ViniciusAbrao,https://api.github.com/repos/ViniciusAbrao/advanced_line_finding,Brazil
Behavioral-Cloning,A Udacity Self Driving Car project,GarrisonJ,[],https://github.com/GarrisonJ/Behavioral-Cloning,https://api.github.com/users/GarrisonJ,https://api.github.com/repos/GarrisonJ/Behavioral-Cloning,"Portland, OR"
Lane-Detection,Lane detection for self driving cars,Nigama-oss,[],https://github.com/Nigama-oss/Lane-Detection,https://api.github.com/users/Nigama-oss,https://api.github.com/repos/Nigama-oss/Lane-Detection,India
AV-Localization,All Localization Related Codes That Are Utilized In Self Driving Car Design,eshanmherath,[],https://github.com/eshanmherath/AV-Localization,https://api.github.com/users/eshanmherath,https://api.github.com/repos/eshanmherath/AV-Localization,"Colombo, Sri Lanka"
AV-Perception,All Perception Related Codes That Are Utilized In Self Driving Car Design,eshanmherath,[],https://github.com/eshanmherath/AV-Perception,https://api.github.com/users/eshanmherath,https://api.github.com/repos/eshanmherath/AV-Perception,"Colombo, Sri Lanka"
AV-CPP,All CPP Related Codes That Are Utilized In Self Driving Car Design,eshanmherath,[],https://github.com/eshanmherath/AV-CPP,https://api.github.com/users/eshanmherath,https://api.github.com/repos/eshanmherath/AV-CPP,"Colombo, Sri Lanka"
AV-Motion-Planning,All Motion Planning Related Codes That Are Utilized In Self Driving Car Design,eshanmherath,[],https://github.com/eshanmherath/AV-Motion-Planning,https://api.github.com/users/eshanmherath,https://api.github.com/repos/eshanmherath/AV-Motion-Planning,"Colombo, Sri Lanka"
carnd3.P3_Capstone,Capstone Project for Udacity Self-Driving Car NanoDegree - Full Self-Driving Car System implemented in ROS with C++ & Python,scottshypula,[],https://github.com/scottshypula/carnd3.P3_Capstone,https://api.github.com/users/scottshypula,https://api.github.com/repos/scottshypula/carnd3.P3_Capstone,"Miami, FL"
Lane-Lines-Detection,This Repository contains code for Lane Finding project in Udacity Self Driving Car Engineer Nanodegree program.,suprateembanerjee,[],https://github.com/suprateembanerjee/Lane-Lines-Detection,https://api.github.com/users/suprateembanerjee,https://api.github.com/repos/suprateembanerjee/Lane-Lines-Detection,"Boston, MA"
autodrive,A small implementation that mimics Tesla's autopilot for Full Self Driving.,ajeetkharel,[],https://github.com/ajeetkharel/autodrive,https://api.github.com/users/ajeetkharel,https://api.github.com/repos/ajeetkharel/autodrive,Nepal
AV-Simulations,All Simulations Related Codes That Are Utilized In Self Driving Car Design,eshanmherath,[],https://github.com/eshanmherath/AV-Simulations,https://api.github.com/users/eshanmherath,https://api.github.com/repos/eshanmherath/AV-Simulations,"Colombo, Sri Lanka"
SelfDrivingVehicle,This is the final project of the Udacity Self-Driving Car Nanodegree: Programming a Real Self-Driving Car.,hurtadosanti,[],https://github.com/hurtadosanti/SelfDrivingVehicle,https://api.github.com/users/hurtadosanti,https://api.github.com/repos/hurtadosanti/SelfDrivingVehicle,Germany
SDCE-01-Finding-Lane-Lines,Module 01 of Self-Driving Car engineer Nano Degree. Computer vision,FelipeZerokun,[],https://github.com/FelipeZerokun/SDCE-01-Finding-Lane-Lines,https://api.github.com/users/FelipeZerokun,https://api.github.com/repos/FelipeZerokun/SDCE-01-Finding-Lane-Lines,"Quito, Ecuador"
ImitationLearning,The self-driving car driven by Deep CNN & RNN networks is playing the racing game.,markub3327,"['convolutional-neural-networks', 'imitation-learning', 'machine-learning', 'recurrent-neural-networks', 'time-series']",https://github.com/markub3327/ImitationLearning,https://api.github.com/users/markub3327,https://api.github.com/repos/markub3327/ImitationLearning,Slovakia
Capstone-Carla-Self-Driving-Car,System Integration for the final project of the Udacity Self-Driving Car Nanodegree: Programming Carla a Real Self-Driving Car.,laygond,[],https://github.com/laygond/Capstone-Carla-Self-Driving-Car,https://api.github.com/users/laygond,https://api.github.com/repos/laygond/Capstone-Carla-Self-Driving-Car,"New York, USA"
virtual-self-driving-car,Virtual self driving car with reinforcement learning using Kivy & PyTorch framework.,apchavan,"['artificial-intelligence', 'artificial-neural-networks', 'kivy', 'kivy-framework', 'python', 'python3', 'pytorch', 'pytorch-rl', 'reinforcement-learning', 'self-driving-car']",https://github.com/apchavan/virtual-self-driving-car,https://api.github.com/users/apchavan,https://api.github.com/repos/apchavan/virtual-self-driving-car,Earth
semantic_segmentation_for_self-driving_cars,semantic segmentation for self driving cars using segnet model with cityscapes dataset,mohanreddypmr,[],https://github.com/mohanreddypmr/semantic_segmentation_for_self-driving_cars,https://api.github.com/users/mohanreddypmr,https://api.github.com/repos/mohanreddypmr/semantic_segmentation_for_self-driving_cars,"BENGALORE ,INDIA"
Haze-Removal-Dark-Channel-Prior,"The code for haze removal using dark channel prior, which was a part of the self-driving car project",bghojogh,"['dark-channel-prior', 'dehazing', 'haze-removal']",https://github.com/bghojogh/Haze-Removal-Dark-Channel-Prior,https://api.github.com/users/bghojogh,https://api.github.com/repos/bghojogh/Haze-Removal-Dark-Channel-Prior,"Waterloo, ON, Canada"
Highway-Driving,Udacity Self-Driving Car Engineer Nanodegree Program | Project 7: Highway Driving,wangzizhe,[],https://github.com/wangzizhe/Highway-Driving,https://api.github.com/users/wangzizhe,https://api.github.com/repos/wangzizhe/Highway-Driving,"Dresden, Germany"
Self-Driving-Car-Projects,A collection of projects in the area of autonomous driving and self-driving cars,asarma2012,"['autonomous-driving', 'autonomous-vehicles', 'computer-vision', 'cpp', 'jupyter-notebook', 'kalman-filter', 'machine-learning', 'motion-tracking', 'python', 'route-planner', 'self-driving-car', 'sensor-data']",https://github.com/asarma2012/Self-Driving-Car-Projects,https://api.github.com/users/asarma2012,https://api.github.com/repos/asarma2012/Self-Driving-Car-Projects,United States
Behavior_Planning,Behavior planning and trajectory generation for highway driving in a self-driving car.,stevenjnovotny,[],https://github.com/stevenjnovotny/Behavior_Planning,https://api.github.com/users/stevenjnovotny,https://api.github.com/repos/stevenjnovotny/Behavior_Planning,"Monument, CO"
ROB_599,ROB 599: Self-Driving Cars - Controls and Perception,jjdiep,[],https://github.com/jjdiep/ROB_599,https://api.github.com/users/jjdiep,https://api.github.com/repos/jjdiep/ROB_599,"Ann Arbor, MI"
Track2,"This repo contains data for my project ""SELF DRIVING CAR""",kshitij7890,[],https://github.com/kshitij7890/Track2,https://api.github.com/users/kshitij7890,https://api.github.com/repos/kshitij7890/Track2,New Delhi
CarND-Capstone,Use ROS to design autonomy system for self-driving car. ,leizhao3,[],https://github.com/leizhao3/CarND-Capstone,https://api.github.com/users/leizhao3,https://api.github.com/repos/leizhao3/CarND-Capstone,"Los Altos, CA"
SelfDrivingCar,Deep learning based Self Driving Car using Udacity Simulator,Prakadeeswaran05,"['self-driving-car', 'udacity-nanodegree', 'udacity-self-driving-car']",https://github.com/Prakadeeswaran05/SelfDrivingCar,https://api.github.com/users/Prakadeeswaran05,https://api.github.com/repos/Prakadeeswaran05/SelfDrivingCar,Chennai
car-nd-p5,Udacity Self-driving Car Nanodegree Project 5: Extended Kalman Filter,anthonycramp,[],https://github.com/anthonycramp/car-nd-p5,https://api.github.com/users/anthonycramp,https://api.github.com/repos/anthonycramp/car-nd-p5,"Adelaide, South Australia, Australia"
CarND-Prediction,Udacity Self Driving Car Nanodegree Lesson 8: Prediction,idraney,[],https://github.com/idraney/CarND-Prediction,https://api.github.com/users/idraney,https://api.github.com/repos/idraney/CarND-Prediction,"Wilsonville, OR"
computer-vision-self_driving_car,Self driving car software using computer vision and deep learning,ss4328,[],https://github.com/ss4328/computer-vision-self_driving_car,https://api.github.com/users/ss4328,https://api.github.com/repos/ss4328/computer-vision-self_driving_car,Greater Philadelphia Area
udacity-intro_self_driving_cars,Code related to Udacity intro to self driving cars nanodegree,parphane,[],https://github.com/parphane/udacity-intro_self_driving_cars,https://api.github.com/users/parphane,https://api.github.com/repos/parphane/udacity-intro_self_driving_cars,"Montréal, Canada"
Udacity-CarND-P5-ExtendedKalmanFilter,Submission repo for Udacity Self Driving Car Engineer Nanodegree P5,jknagin,[],https://github.com/jknagin/Udacity-CarND-P5-ExtendedKalmanFilter,https://api.github.com/users/jknagin,https://api.github.com/repos/jknagin/Udacity-CarND-P5-ExtendedKalmanFilter,"Davis, CA"
AIProjects,This repo contains Python files of Self-driving car,likitha4,"['ai', 'python3', 'self-driving-car']",https://github.com/likitha4/AIProjects,https://api.github.com/users/likitha4,https://api.github.com/repos/likitha4/AIProjects,"Hyderabad, India"
CarND-Extended-Kalman-Filter-Project,Udacity Project as part of Self Driving Car Nanodegree,devin404,[],https://github.com/devin404/CarND-Extended-Kalman-Filter-Project,https://api.github.com/users/devin404,https://api.github.com/repos/devin404/CarND-Extended-Kalman-Filter-Project,Bangalore
coursera_selfdrivingcertification,Projects from the coursera self driving car program.,ansarkar9526,[],https://github.com/ansarkar9526/coursera_selfdrivingcertification,https://api.github.com/users/ansarkar9526,https://api.github.com/repos/ansarkar9526/coursera_selfdrivingcertification,Dearborn
uda013_project_11_Capstone,"Udacity NanoDegree Self-Driving Engineer Capstone project, System Integration",MarkGao93,[],https://github.com/MarkGao93/uda013_project_11_Capstone,https://api.github.com/users/MarkGao93,https://api.github.com/repos/MarkGao93/uda013_project_11_Capstone,"Jiading District, Shanghai"
CarND-LaneLines-P1,Udacity Self-Driving Car nanodegree - Lane Finding project,mohamedbaidaq,[],https://github.com/mohamedbaidaq/CarND-LaneLines-P1,https://api.github.com/users/mohamedbaidaq,https://api.github.com/repos/mohamedbaidaq/CarND-LaneLines-P1,"Munich, Germany"
CarND-Kidnapped-Vehicle-Project,Kidnapped Vehicle Project of Udacity Self-driving CarNanodegree,SidSong01,[],https://github.com/SidSong01/CarND-Kidnapped-Vehicle-Project,https://api.github.com/users/SidSong01,https://api.github.com/repos/SidSong01/CarND-Kidnapped-Vehicle-Project,USA
Behavioral-Cloning-Udacity-P3,Behavioral cloning project from udaciy self-driving course,Gazi13,"['behavioral-cloning', 'self', 'self-driving-car', 'udacity-self-driving-car']",https://github.com/Gazi13/Behavioral-Cloning-Udacity-P3,https://api.github.com/users/Gazi13,https://api.github.com/repos/Gazi13/Behavioral-Cloning-Udacity-P3,Ankara
udacity-traffic-sign-classifier-project,Udacity Self-Driving Cars Nanodegree Course. Traffic sign classifier,EugeneTolstikhin,[],https://github.com/EugeneTolstikhin/udacity-traffic-sign-classifier-project,https://api.github.com/users/EugeneTolstikhin,https://api.github.com/repos/EugeneTolstikhin/udacity-traffic-sign-classifier-project,"Berlin, Germany"
SDCN-Capstone,Multiplr ROS nodes used to drive self-driving vehicle - Carla,stevanStevic,[],https://github.com/stevanStevic/SDCN-Capstone,https://api.github.com/users/stevanStevic,https://api.github.com/repos/stevanStevic/SDCN-Capstone,Novi Sad
Udacity_Self-Driving-Car-Engineer-NanoDegree_SDCe-ND,My solutions to Udacity's self driving car engineer course,IgorQuint,[],https://github.com/IgorQuint/Udacity_Self-Driving-Car-Engineer-NanoDegree_SDCe-ND,https://api.github.com/users/IgorQuint,https://api.github.com/repos/IgorQuint/Udacity_Self-Driving-Car-Engineer-NanoDegree_SDCe-ND,"Groningen, Netherlands"
self-driving-car-simulation,simulating self driving car (predicting steering angles in real time).,Pruthvish-E,[],https://github.com/Pruthvish-E/self-driving-car-simulation,https://api.github.com/users/Pruthvish-E,https://api.github.com/repos/Pruthvish-E/self-driving-car-simulation,"Bengaluru,Karnataka,India"
ROSPY_self_driving_car,Implementation of a self-driving car using rospy,stevenjnovotny,[],https://github.com/stevenjnovotny/ROSPY_self_driving_car,https://api.github.com/users/stevenjnovotny,https://api.github.com/repos/stevenjnovotny/ROSPY_self_driving_car,"Monument, CO"
self-driving-car-toy,Self Driving Car toy based on Nvidia Jetson,lixinso,[],https://github.com/lixinso/self-driving-car-toy,https://api.github.com/users/lixinso,https://api.github.com/repos/lixinso/self-driving-car-toy,"Redmond, USA"
Behavior_Cloning,Udacity's Self Driving Car's Behavior Cloning Project,pwakodik,[],https://github.com/pwakodik/Behavior_Cloning,https://api.github.com/users/pwakodik,https://api.github.com/repos/pwakodik/Behavior_Cloning,India
CarND-PID-Control-Project,Project Implementation as part of Udacity Self Driving Car Nanodegree,devin404,[],https://github.com/devin404/CarND-PID-Control-Project,https://api.github.com/users/devin404,https://api.github.com/repos/devin404/CarND-PID-Control-Project,Bangalore
State-Estimation-and-Localization-for-Self-Driving-Cars,State Estimation and Localization for Self-Driving Cars (Coursera).,alvarohenriquecz,[],https://github.com/alvarohenriquecz/State-Estimation-and-Localization-for-Self-Driving-Cars,https://api.github.com/users/alvarohenriquecz,https://api.github.com/repos/alvarohenriquecz/State-Estimation-and-Localization-for-Self-Driving-Cars,Cajazeiras-PB
CarND-P7-Path-Planning-Project,Path Planning Project from Udacity Self driving car engineer program,hemanthgovindaraj,[],https://github.com/hemanthgovindaraj/CarND-P7-Path-Planning-Project,https://api.github.com/users/hemanthgovindaraj,https://api.github.com/repos/hemanthgovindaraj/CarND-P7-Path-Planning-Project,"Stuttgart, Germany"
CarND-Search,Udacity Self Driving Car Engineer Nanodegree Lesson 7: Search,idraney,[],https://github.com/idraney/CarND-Search,https://api.github.com/users/idraney,https://api.github.com/repos/idraney/CarND-Search,"Wilsonville, OR"
Self-driving_cars_toronto_coursera,The Self-driving cars specialization from University Toronto in Coursera,quangnhat185,[],https://github.com/quangnhat185/Self-driving_cars_toronto_coursera,https://api.github.com/users/quangnhat185,https://api.github.com/repos/quangnhat185/Self-driving_cars_toronto_coursera,"Aachen, Germany"
PythonPlaysGTA5,Use Python to play GTA5 (self-driving scooter),Manekineko-mk1,[],https://github.com/Manekineko-mk1/PythonPlaysGTA5,https://api.github.com/users/Manekineko-mk1,https://api.github.com/repos/Manekineko-mk1/PythonPlaysGTA5,Mars
uda013_project_10_FuSa,Udacity Self-Driving Car Engineer NanoDegree Functional Safety Project ,MarkGao93,[],https://github.com/MarkGao93/uda013_project_10_FuSa,https://api.github.com/users/MarkGao93,https://api.github.com/repos/MarkGao93/uda013_project_10_FuSa,"Jiading District, Shanghai"
finding-lane-lines,First project of Udacity's Self-Driving Car Engineer nanodegree,Knevari,[],https://github.com/Knevari/finding-lane-lines,https://api.github.com/users/Knevari,https://api.github.com/repos/Knevari/finding-lane-lines,Belém Pará
CarND-Behavioral-Cloning-P3,Udacity Self-Driving Car Engineer Nanodegree Program - Project 4,balinth0rvath,[],https://github.com/balinth0rvath/CarND-Behavioral-Cloning-P3,https://api.github.com/users/balinth0rvath,https://api.github.com/repos/balinth0rvath/CarND-Behavioral-Cloning-P3,Hungary
car-nd-p3,Udacity Self-driving Car Nanodegree Project 3: Traffic Sign Classifier,anthonycramp,[],https://github.com/anthonycramp/car-nd-p3,https://api.github.com/users/anthonycramp,https://api.github.com/repos/anthonycramp/car-nd-p3,"Adelaide, South Australia, Australia"
Self-driving-car-sim-nvidia-paper-CNN,Self driving car model using udacity car simulator,ankitsharmax,[],https://github.com/ankitsharmax/Self-driving-car-sim-nvidia-paper-CNN,https://api.github.com/users/ankitsharmax,https://api.github.com/repos/ankitsharmax/Self-driving-car-sim-nvidia-paper-CNN,Ranchi
ParticleFilterLocalization,Project for the Self-Driving Car Nanodegree Program,hurtadosanti,"['cpp11', 'self-driving-car']",https://github.com/hurtadosanti/ParticleFilterLocalization,https://api.github.com/users/hurtadosanti,https://api.github.com/repos/hurtadosanti/ParticleFilterLocalization,Germany
Self-Driving-Car-Controller,Self Driving Cars Longitudinal and Lateral Control Design,Puru-Malhotra,[],https://github.com/Puru-Malhotra/Self-Driving-Car-Controller,https://api.github.com/users/Puru-Malhotra,https://api.github.com/repos/Puru-Malhotra/Self-Driving-Car-Controller,"Delhi, India"
self-driving-car-nd,Project solutions for the Udacity Self-Driving Car Nanodegree program,cfezequiel,[],https://github.com/cfezequiel/self-driving-car-nd,https://api.github.com/users/cfezequiel,https://api.github.com/repos/cfezequiel/self-driving-car-nd,New York
CarND-Finding-Lane-Lines,Udacity Self Driving Car Nanodegree - Finding Lane Lines,ddonco,[],https://github.com/ddonco/CarND-Finding-Lane-Lines,https://api.github.com/users/ddonco,https://api.github.com/repos/ddonco/CarND-Finding-Lane-Lines,"Greater Seattle area, WA"
CarND-Extended-Kalman-Filter-Project,"Extended Kalman filter, UDACITY Self-driving Car Engineer Nanodegree program",n-a-hashjin,"['ai', 'kalman-filter', 'prediction', 'udacity', 'udacity-nanodegree', 'udacity-self-driving-car']",https://github.com/n-a-hashjin/CarND-Extended-Kalman-Filter-Project,https://api.github.com/users/n-a-hashjin,https://api.github.com/repos/n-a-hashjin/CarND-Extended-Kalman-Filter-Project,Germany
EKF-Self-driving-car,Extended Kalman Filter for tracking trajectory of self driving car.,rajathkmanjunath,[],https://github.com/rajathkmanjunath/EKF-Self-driving-car,https://api.github.com/users/rajathkmanjunath,https://api.github.com/repos/rajathkmanjunath/EKF-Self-driving-car,"Brooklyn, New York"
Track1,Data for the project of Self-Driving Car,Sanjayvaradha,[],https://github.com/Sanjayvaradha/Track1,https://api.github.com/users/Sanjayvaradha,https://api.github.com/repos/Sanjayvaradha/Track1,"Villejuif, France"
CarND-AdvancedLaneFinding-P2,"Second project of the Udacity, Self-Driving Car Engineer, course",joustava,[],https://github.com/joustava/CarND-AdvancedLaneFinding-P2,https://api.github.com/users/joustava,https://api.github.com/repos/joustava/CarND-AdvancedLaneFinding-P2,Finland
CarND-Capstone,Final Project of Udacity Self Driving Car Nanodegree,danyz91,[],https://github.com/danyz91/CarND-Capstone,https://api.github.com/users/danyz91,https://api.github.com/repos/danyz91/CarND-Capstone,"Turin, Italy"
Udacity-SelfCarND-BehavioralCloning,"Udacity Self-Driving Car Engineer Nanodegree Program / Project: ""Behavioral Cloning""",mehrnazSarv,[],https://github.com/mehrnazSarv/Udacity-SelfCarND-BehavioralCloning,https://api.github.com/users/mehrnazSarv,https://api.github.com/repos/mehrnazSarv/Udacity-SelfCarND-BehavioralCloning,"Detroit, MI"
Udacity-CarND-Behavioral-Cloning,My behavioral cloning project in UDACITY's Self Driving Nanodegree,ugururesin,[],https://github.com/ugururesin/Udacity-CarND-Behavioral-Cloning,https://api.github.com/users/ugururesin,https://api.github.com/repos/ugururesin/Udacity-CarND-Behavioral-Cloning,"Istanbul, Turkey"
CarND-P6-Kidnapped-Vehicle-Project,Kidnapped Vehicle Project from Udacity Self driving car engineer program,hemanthgovindaraj,[],https://github.com/hemanthgovindaraj/CarND-P6-Kidnapped-Vehicle-Project,https://api.github.com/users/hemanthgovindaraj,https://api.github.com/repos/hemanthgovindaraj/CarND-P6-Kidnapped-Vehicle-Project,"Stuttgart, Germany"
Traffic-Sign-Classifier-Project,Udacity's Self-Driving Car Nano Degree Engineer Program,NasimKaveh,[],https://github.com/NasimKaveh/Traffic-Sign-Classifier-Project,https://api.github.com/users/NasimKaveh,https://api.github.com/repos/NasimKaveh/Traffic-Sign-Classifier-Project,Berkeley CA
CarND-Traffic-Sign-Classifier-Project,Project implementation as part of Udacity Self Driving Car Nanodegree,devin404,[],https://github.com/devin404/CarND-Traffic-Sign-Classifier-Project,https://api.github.com/users/devin404,https://api.github.com/repos/devin404/CarND-Traffic-Sign-Classifier-Project,Bangalore
CarND-Kidnapped-Vehicle-Project,Udacity Project as part of Self Driving Car Nanodegree,devin404,[],https://github.com/devin404/CarND-Kidnapped-Vehicle-Project,https://api.github.com/users/devin404,https://api.github.com/repos/devin404/CarND-Kidnapped-Vehicle-Project,Bangalore
